,Unnamed: 0,num_infected,cities_infected,num_interactions,run,probability_of_flying_day,transmission_rate,initial_infected,passengers_per_flight,effective_contacts,probability_of_flying,reproduction_number
36,36,135191.0,288,1001,run-20150321-943,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,111756.0,263,832,run-20150321-944,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,109551.0,262,797,run-20150321-945,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,107599.0,269,820,run-20150321-946,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,89380.0,250,725,run-20150321-947,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,115872.0,274,863,run-20150321-948,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,123083.0,261,883,run-20150321-949,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,0.0,0,0,run-20150321-95,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,109369.0,270,831,run-20150321-950,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,115661.0,276,850,run-20150321-951,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,110682.0,279,811,run-20150321-952,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,116848.0,264,876,run-20150321-953,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,119237.0,271,886,run-20150321-954,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,111055.0,279,867,run-20150321-955,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,111993.0,271,868,run-20150321-956,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,119783.0,275,860,run-20150321-957,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,111544.0,277,837,run-20150321-958,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,111369.0,261,845,run-20150321-959,0.0005,0.06333333333333332,"[[366], [5000]]",150,15,0.014891755791629935,0.95
36,36,0.0,0,0,run-20150321-96,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,5000.0,1,0,run-20150321-960,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-961,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-962,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-963,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-964,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-965,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-966,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-967,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-968,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-969,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,0.0,0,0,run-20150321-97,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,5000.0,1,0,run-20150321-970,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-971,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-972,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-973,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-974,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-975,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-976,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-977,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-978,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,5000.0,1,0,run-20150321-979,0.0005,0,"[[366], [5000]]",150,15,0.014891755791629935,1
36,36,0.0,0,0,run-20150321-98,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,5833965.0,429,2643,run-20150321-980,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6457024.0,420,2680,run-20150321-981,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6434332.0,430,2659,run-20150321-982,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6096233.0,431,2620,run-20150321-983,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6185901.0,421,2647,run-20150321-984,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6728466.0,437,2676,run-20150321-985,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6386383.0,420,2651,run-20150321-986,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6538404.0,430,2655,run-20150321-987,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6162381.0,418,2641,run-20150321-988,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6227109.0,430,2602,run-20150321-989,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,0.0,0,0,run-20150321-99,0.0005,0.05333333333333334,"[[366], [1000]]",150,15,0.014891755791629935,0.8
36,36,5745335.0,434,2631,run-20150321-990,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,5675856.0,422,2573,run-20150321-991,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6241201.0,434,2638,run-20150321-992,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6156234.0,433,2666,run-20150321-993,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6314870.0,426,2628,run-20150321-994,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6338624.0,423,2659,run-20150321-995,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6350773.0,434,2672,run-20150321-996,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,5564379.0,420,2608,run-20150321-997,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,6973286.0,438,2672,run-20150321-998,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
36,36,5795014.0,415,2614,run-20150321-999,0.0005,0.07,"[[366], [5000]]",150,15,0.014891755791629935,1.05
